学名,和名,Pdfリンク,開長(mm),分布,食草,メモ
Coenonympha_ochracea,オークル＿ヒメジャノメ,http://biokite.com/worldbutterfly/butterfly_pdf/n_arc/n_arc-sa 2.pdf,40,ロッキイ～ニューメキシコ,イネ科植物のPoaceae,環北極圏の蝶で種の判別は困難であるが、約２５種ほどが生息。
Gyrocheilus_patrobas,アカブチ＿チャイロヒカゲ,http://biokite.com/worldbutterfly/butterfly_pdf/n_arc/n_arc-sa 2.pdf,64,中央アリゾナ～メキシコ,,メキシコの寒冷山地に生息し、その亜種の本種が南東 アリゾナに生息。
Actinote abana,アバナナンベイホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-arc 1.pdf,50,ペルー、エクアドル,,ホソチョウ科の熱帯アメリカのホソチョウはActione属であるが、約５０種ほど棲息している。熱帯アフリカほど派手ではないが、形状は類似している。蝶が分化したときは、 まだアフリカと南米が一つの大陸であったことを示すものとして興味深い。
Actinote flabibasisu,フラビバシスアメリカホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-arc 1.pdf,50,コロンビア,,ホソチョウ科の熱帯アメリカのホソチョウはActione属であるが、約５０種ほど棲息している。熱帯アフリカほど派手ではないが、形状は類似している。蝶が分化したときは、 まだアフリカと南米が一つの大陸であったことを示すものとして興味深い。
Actinote erinome,エリノメアメリカホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-arc 1.pdf,50,ボリビア、ペルー,,ホソチョウ科の熱帯アメリカのホソチョウはActione属であるが、約５０種ほど棲息している。熱帯アフリカほど派手ではないが、形状は類似している。蝶が分化したときは、 まだアフリカと南米が一つの大陸であったことを示すものとして興味深い。
Actinote naura,ノーラアメリカホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-arc 1.pdf,52,ベネズエラ,,ホソチョウ科の熱帯アメリカのホソチョウはActione属であるが、約５０種ほど棲息している。熱帯アフリカほど派手ではないが、形状は類似している。蝶が分化したときは、 まだアフリカと南米が一つの大陸であったことを示すものとして興味深い。
Actinote leucomelas,ロイコメラスアメリカホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-arc 1.pdf,52,中米,,ホソチョウ科の熱帯アメリカのホソチョウはActione属であるが、約５０種ほど棲息している。熱帯アフリカほど派手ではないが、形状は類似している。蝶が分化したときは、 まだアフリカと南米が一つの大陸であったことを示すものとして興味深い。
Actinote stratonice,ストラトニチェアメリカホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-arc 1.pdf,47,東エクアドル,,ホソチョウ科の熱帯アメリカのホソチョウはActione属であるが、約５０種ほど棲息している。熱帯アフリカほど派手ではないが、形状は類似している。蝶が分化したときは、 まだアフリカと南米が一つの大陸であったことを示すものとして興味深い。
Caligo_uranus,メキシコ＿フクロウチョウ裏,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-bra 1.pdf,150,ギアナ～アルゼンチン,,２０～３０種が新熱帯区に。世界でもっとも大きな蝶の仲間。表からは同定できるがう裏からは無理。バナナが食草。
Caligo_uranus,メキシコフクロウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-bra 2.pdf,160,Mexico,,２０～３０種が新熱帯区に。世界でもっとも大きな蝶の仲間。表からは同定できるがう裏からは無理。バナナが食草。
Caligo_teucer,フクロウチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-bra 3.pdf,160,Mexico,,２０～３０種が新熱帯区に。世界でもっとも大きな蝶の仲間。表からは同定できるがう裏からは無理。バナナが食草。
Brassolis_rusina,ルシナ＿フクロウチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-bra 4.pdf,90,Central～southernBrazil,,３種が中～南ブラジルに。年の初めの２～３カ月森林の奥で発生するが、トラップで捕獲すると多く捕獲できる普通種。 夜でも蛾のトラップにかかるとか。
Opsiphanes_sallei,サレイ＿ヒメフクロウチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-bra 4.pdf,90,メキシコ～パラガイ、トリニダード,,Opsiphanesは約１０種あり、何れも挙動と色彩が極似。大半は普通種ではない。
Dynastor_napoleon,ナポレオン＿フクロウチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-bra 5.pdf,180,ギアナ～アルゼンチン,,Dynastoｒ属はメキシコ～パラガイまで分布し３種が含まれる。何れも珍種だが中でもnapoleonは一時絶滅したか と思われていた。
Lycorea_ceres,セレストラフマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-da 1.pdf,100,メキシコ,,新熱帯区固有の亜科である属といえるトラフマダラ亜科に属しているが、トラフマダラは米国 南部まで分布を広げている。
Lycorea_ceres,セレストラフマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-da 1.pdf,100,メキシコ,,新熱帯区固有の亜科である属といえるトラフマダラ亜科に属しているが、トラフマダラは米国 南部まで分布を広げている。
Danaus_plexipus,ブラジルオオカバマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-da 1.pdf,95,ブラジル,,Danaus属はｲﾝﾄﾞ·ｵｰｽﾄﾗﾘｱ地区で多数の種あり。目立たないが新熱帯区にもカバマダラ属が生息している。
Danaus_eresimus,エレシムスカバマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-da 1.pdf,80,ブラジル,,Danaus属はｲﾝﾄﾞ·ｵｰｽﾄﾗﾘｱ地区で多数の種あり。目立たないが新熱帯区にもカバマダラ属が生息している。
Ituna_lamirus,ラミレスマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-da 1.pdf,100,エクアドル,,新熱帯区固有の亜科である属といえるトラフマダラ亜科に属しているが、トラフマダラは米国 南部まで分布を広げている。
Anetia_thirza,ティルザヒョウモンモドキ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-da 2.pdf,100,中央アメリカ,,大型のよく目立つ色の４種を含む。３種は西インド諸島、thirza一種が中央アメリカ。飛翔は低速で道路沿いや ジャングルの開けたところを飛び、時折吸密する。
Anetia_pantherata,ヒョウモンモドキ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-da 2.pdf,100,西インド諸島,,大型のよく目立つ色の４種を含む。３種は西インド諸島、thirza一種が中央アメリカ。飛翔は低速で道路沿いや ジャングルの開けたところを飛び、時折吸密する。
Heliconius_erato,エラートドクチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hel 1.pdf,82,CentralAmerica～Argentina テキサス南部にも進入,,Heliconiusは、新熱帯区に莫大な種を容する大属。北米まで及んでいる。食草のﾄｹｲｿｳに由来する有毒物質で鳥に敬遠される。多くの擬態あり。飛翔は緩慢。
Dryas_julia,チャイロドクチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hel 1.pdf,95,中南米～キーウエスト,,Heliconiusは、新熱帯区に莫大な種を容する大属。北米まで及んでいる。食草のﾄｹｲｿｳに由来する有毒物質で鳥に敬遠される。多くの擬態あり。飛翔は緩慢。
Heliconius_doris,アオスジドクチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hel 1.pdf,84,CostaRica,,Heliconiusは、新熱帯区に莫大な種を容する大属。北米まで及んでいる。食草のﾄｹｲｿｳに由来する有毒物質で鳥に敬遠される。多くの擬態あり。飛翔は緩慢。
Heliconius_erato,エラートドクチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hel 1.pdf,82,CentralAmerica～Argentina テキサス南部にも進入,,Heliconiusは、新熱帯区に莫大な種を容する大属。北米まで及んでいる。食草のﾄｹｲｿｳに由来する有毒物質で鳥に敬遠される。多くの擬態あり。飛翔は緩慢。
Dryas_julia,チャイロドクチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hel 1.pdf,95,中南米～キーウエスト,,Heliconiusは、新熱帯区に莫大な種を容する大属。北米まで及んでいる。食草のﾄｹｲｿｳに由来する有毒物質で鳥に敬遠される。多くの擬態あり。飛翔は緩慢。
Heliconius_longarenus,ニシキドクチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hel 1.pdf,94,Equador・Colombia,,Heliconiusは、新熱帯区に莫大な種を容する大属。北米まで及んでいる。食草のﾄｹｲｿｳに由来する有毒物質で鳥に敬遠される。多くの擬態あり。飛翔は緩慢。
Heliconius_sapho,シロモンドクチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hel 1.pdf,80,Mexico～Equador,,Heliconiusは、新熱帯区に莫大な種を容する大属。北米まで及んでいる。食草のﾄｹｲｿｳに由来する有毒物質で鳥に敬遠される。多くの擬態あり。飛翔は緩慢。
Heliconius_besckei,ベスケイドクチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hel 1.pdf,75,SouthernBrazil,,Heliconiusは、新熱帯区に莫大な種を容する大属。北米まで及んでいる。食草のﾄｹｲｿｳに由来する有毒物質で鳥に敬遠される。多くの擬態あり。飛翔は緩慢。
Pyrrhopyge_cometes,ピロピゲコメテス,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 1.pdf,60,Colombia,,これらの属はピロロゲ亜科に分類され新熱帯区のみに生息するセセリチョウで、旧北区やインド・オーシオーストラリア区のア オバセセリとよく似た体形を持つ。とくにPyrrhopyge属は６０種ほどいて、例外なく太った胴を持つセセリチョウ。
Passova_passova,パッソバパッソバ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 1.pdf,52,Neotropical,,これらの属はピロロゲ亜科に分類され新熱帯区のみに生息するセセリチョウで、旧北区やインド・オーシオーストラリア区のア オバセセリとよく似た体形を持つ。とくにPyrrhopyge属は６０種ほどいて、例外なく太った胴を持つセセリチョウ。
Pyrrhopyge_aerata,ピロピゲアエレタ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 1.pdf,60,CentralSouthAmerica,,これらの属はピロロゲ亜科に分類され新熱帯区のみに生息するセセリチョウで、旧北区やインド・オーシオーストラリア区のア オバセセリとよく似た体形を持つ。とくにPyrrhopyge属は６０種ほどいて、例外なく太った胴を持つセセリチョウ。
Jemadia_scomber,イエマディアスコンベル,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 2.pdf,82,Peru,,熱帯ｱﾒﾘｶを中心に分布する大きく胴の太い種からなる。食草はﾏﾝｸﾞﾛｰﾌﾞ。蜜のある花をひっきりなしに訪れる。
Phocides_pialia,フォキデスピアリア,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 2.pdf,76,Mexico～Brazil,,熱帯ｱﾒﾘｶを中心に分布する大きく胴の太い種からなる。食草はﾏﾝｸﾞﾛｰﾌﾞ。蜜のある花をひっきりなしに訪れる。
Phareas_coeleste,ファレアスコエレステ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 3.pdf,64,TropicalAmerica,,後翅の下端が広がる変わり者のｾｾﾘ。coelesteは後翅裏面が美しい黄 橙で前翅の透明斑が斜めから見るとピンクに輝く。
Astraptes_alardus,アストラプテスアラルドス,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 3.pdf,62,Neotropical,,熱帯アメリカの４０種に近い種を持つ大属で青色 または緑色に輝く大きな翅と先が鋭く尖り折れ曲 がる触覚が特徴。
Mimoniades_phoronis,ミモニアデサーフォロニス,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 4.pdf,56,コロンビア～ボリビア,,属はピロロゲ亜科に分類され新熱帯区のみに生息するセセリチョウで、旧北区やインド・オーシオーストラリア区のアオバセセ リとよく似た体形を持つ。
Oxynetra_confusa,オキシネトラーコンフサ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 4.pdf,50,ギアナ～ボリビア,,属はピロロゲ亜科に分類され新熱帯区のみに生息するセセリチョウで、旧北区やインド・オーシオーストラリア区のアオバセセ リとよく似た体形を持つ。
Autochton_cellus,スイセイセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 5.pdf,60,メキシコ～アルゼンチン～ハイチ,,上記は何れも西インド諸島の目立つセセリチョウ。大陸中心に分布するがその亜種が西インド諸島に生息している。
Antigonus_nearchus,キンオビセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 5.pdf,48,米国南部～メキシコ～キューバ,,上記は何れも西インド諸島の目立つセセリチョウ。大陸中心に分布するがその亜種が西インド諸島に生息している。
Proteides_meircurius,ビロードセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-hes 5.pdf,50,メキシコ～アルゼンチン～ジャマイカ,,上記は何れも西インド諸島の目立つセセリチョウ。大陸中心に分布するがその亜種が西インド諸島に生息している。
Melinaea_mneophilus,ムネオフリストンボマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-ith 1.pdf,94,エクワドル,,本属は１８種あり、あるものはドクチョウと極似している。
Hyalyris_excelsa,エクセルサトンボマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/n_tro/n_tro-ith 1.pdf,80,コスタリカ,,本属は２０種類あまりの種を含む
